entry,taxon,phylogeny
aerobic chemoheterotrophy,Achromobacter piechaudii,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__Achromobacter piechaudii
GROUP LEFTOVERS AS,Cryptobacterium curtum,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Coriobacteriales; f__Coriobacteriaceae; g__Cryptobacterium; s__Cryptobacterium curtum
GROUP LEFTOVERS AS,Delftia acidovorans,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Delftia; s__Delftia acidovorans
GROUP LEFTOVERS AS,Delftia unclassified,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Delftia; s__Delftia unclassified
GROUP LEFTOVERS AS,Dialister invisus,k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Veillonellaceae; g__Dialister; s__Dialister invisus
GROUP LEFTOVERS AS,Dialister succinatiphilus,k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Veillonellaceae; g__Dialister; s__Dialister succinatiphilus
GROUP LEFTOVERS AS,Eggerthella sp 1 3 56FAA,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Coriobacteriales; f__Coriobacteriaceae; g__Eggerthella; s__Eggerthella sp 1 3 56FAA
GROUP LEFTOVERS AS,Eggerthella sp HGA1,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Coriobacteriales; f__Coriobacteriaceae; g__Eggerthella; s__Eggerthella sp HGA1
GROUP LEFTOVERS AS,Eggerthella sp YY7918,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Coriobacteriales; f__Coriobacteriaceae; g__Eggerthella; s__Eggerthella sp YY7918
GROUP LEFTOVERS AS,Eggerthella unclassified,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Coriobacteriales; f__Coriobacteriaceae; g__Eggerthella; s__Eggerthella unclassified
GROUP LEFTOVERS AS,Enterobacteriaceae bacterium 9 2 54FAA,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Enterobacteriaceae noname; s__Enterobacteriaceae bacterium 9 2 54FAA
GROUP LEFTOVERS AS,Enterorhabdus caecimuris,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Coriobacteriales; f__Coriobacteriaceae; g__Enterorhabdus; s__Enterorhabdus caecimuris
GROUP LEFTOVERS AS,Erysipelotrichaceae bacterium 2 2 44A,k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Erysipelotrichaceae noname; s__Erysipelotrichaceae bacterium 2 2 44A
GROUP LEFTOVERS AS,Erysipelotrichaceae bacterium 21 3,k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Erysipelotrichaceae noname; s__Erysipelotrichaceae bacterium 21 3
GROUP LEFTOVERS AS,Erysipelotrichaceae bacterium 3 1 53,k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Erysipelotrichaceae noname; s__Erysipelotrichaceae bacterium 3 1 53
GROUP LEFTOVERS AS,Erysipelotrichaceae bacterium 5 2 54FAA,k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Erysipelotrichaceae noname; s__Erysipelotrichaceae bacterium 5 2 54FAA
GROUP LEFTOVERS AS,Erysipelotrichaceae bacterium 6 1 45,k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Erysipelotrichaceae noname; s__Erysipelotrichaceae bacterium 6 1 45
GROUP LEFTOVERS AS,Eubacterium brachy,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium; s__Eubacterium brachy
GROUP LEFTOVERS AS,Eubacterium cylindroides,k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Erysipelotrichaceae noname; s__Eubacterium cylindroides
GROUP LEFTOVERS AS,Eubacterium dolichum,k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Erysipelotrichaceae noname; s__Eubacterium dolichum
GROUP LEFTOVERS AS,Eubacterium eligens,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium; s__Eubacterium eligens
GROUP LEFTOVERS AS,Eubacterium infirmum,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales Family XIII Incertae Sedis; g__Clostridiales Family XIII Incertae Sedis noname; s__Eubacterium infirmum
GROUP LEFTOVERS AS,Eubacterium saphenum,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium; s__Eubacterium saphenum
GROUP LEFTOVERS AS,Eubacterium sp 3 1 31,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium; s__Eubacterium sp 3 1 31
GROUP LEFTOVERS AS,Facklamia unclassified,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Facklamia; s__Facklamia unclassified
GROUP LEFTOVERS AS,Gordonibacter pamelaeae,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Coriobacteriales; f__Coriobacteriaceae; g__Gordonibacter; s__Gordonibacter pamelaeae
GROUP LEFTOVERS AS,Granulicatella elegans,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella; s__Granulicatella elegans
GROUP LEFTOVERS AS,Granulicatella unclassified,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella; s__Granulicatella unclassified
GROUP LEFTOVERS AS,Lachnoanaerobaculum saburreum,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoanaerobaculum; s__Lachnoanaerobaculum saburreum
GROUP LEFTOVERS AS,Lachnospiraceae bacterium 1 1 57FAA,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiraceae noname; s__Lachnospiraceae bacterium 1 1 57FAA
GROUP LEFTOVERS AS,Lachnospiraceae bacterium 1 4 56FAA,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiraceae noname; s__Lachnospiraceae bacterium 1 4 56FAA
GROUP LEFTOVERS AS,Lachnospiraceae bacterium 2 1 46FAA,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiraceae noname; s__Lachnospiraceae bacterium 2 1 46FAA
GROUP LEFTOVERS AS,Lachnospiraceae bacterium 2 1 58FAA,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiraceae noname; s__Lachnospiraceae bacterium 2 1 58FAA
GROUP LEFTOVERS AS,Lachnospiraceae bacterium 3 1 46FAA,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiraceae noname; s__Lachnospiraceae bacterium 3 1 46FAA
GROUP LEFTOVERS AS,Lachnospiraceae bacterium 3 1 57FAA CT1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiraceae noname; s__Lachnospiraceae bacterium 3 1 57FAA CT1
GROUP LEFTOVERS AS,Lachnospiraceae bacterium 4 1 37FAA,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiraceae noname; s__Lachnospiraceae bacterium 4 1 37FAA
GROUP LEFTOVERS AS,Lachnospiraceae bacterium 5 1 57FAA,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiraceae noname; s__Lachnospiraceae bacterium 5 1 57FAA
GROUP LEFTOVERS AS,Lachnospiraceae bacterium 5 1 63FAA,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiraceae noname; s__Lachnospiraceae bacterium 5 1 63FAA
GROUP LEFTOVERS AS,Lachnospiraceae bacterium 6 1 63FAA,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiraceae noname; s__Lachnospiraceae bacterium 6 1 63FAA
GROUP LEFTOVERS AS,Lachnospiraceae bacterium 7 1 58FAA,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiraceae noname; s__Lachnospiraceae bacterium 7 1 58FAA
GROUP LEFTOVERS AS,Lachnospiraceae bacterium 8 1 57FAA,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiraceae noname; s__Lachnospiraceae bacterium 8 1 57FAA
GROUP LEFTOVERS AS,Lachnospiraceae bacterium 9 1 43BFAA,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiraceae noname; s__Lachnospiraceae bacterium 9 1 43BFAA
GROUP LEFTOVERS AS,Lachnospiraceae bacterium ICM7,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiraceae noname; s__Lachnospiraceae bacterium ICM7
GROUP LEFTOVERS AS,Lysinibacillus boronitolerans,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Lysinibacillus; s__Lysinibacillus boronitolerans
GROUP LEFTOVERS AS,Lysinibacillus fusiformis,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Lysinibacillus; s__Lysinibacillus fusiformis
GROUP LEFTOVERS AS,Lysinibacillus unclassified,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Lysinibacillus; s__Lysinibacillus unclassified
GROUP LEFTOVERS AS,Macrococcus caseolyticus,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Macrococcus; s__Macrococcus caseolyticus
GROUP LEFTOVERS AS,Megamonas funiformis,k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Veillonellaceae; g__Megamonas; s__Megamonas funiformis
GROUP LEFTOVERS AS,Megamonas hypermegale,k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Veillonellaceae; g__Megamonas; s__Megamonas hypermegale
GROUP LEFTOVERS AS,Megamonas rupellensis,k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Veillonellaceae; g__Megamonas; s__Megamonas rupellensis
GROUP LEFTOVERS AS,Megamonas unclassified,k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Veillonellaceae; g__Megamonas; s__Megamonas unclassified
GROUP LEFTOVERS AS,Megasphaera genomosp type 1,k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Veillonellaceae; g__Megasphaera; s__Megasphaera genomosp type 1
GROUP LEFTOVERS AS,Megasphaera micronuciformis,k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Veillonellaceae; g__Megasphaera; s__Megasphaera micronuciformis
GROUP LEFTOVERS AS,Megasphaera unclassified,k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Veillonellaceae; g__Megasphaera; s__Megasphaera unclassified
GROUP LEFTOVERS AS,Mobiluncus unclassified,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Mobiluncus; s__Mobiluncus unclassified
GROUP LEFTOVERS AS,Odoribacter laneus,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Odoribacter; s__Odoribacter laneus
GROUP LEFTOVERS AS,Odoribacter unclassified,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Odoribacter; s__Odoribacter unclassified
GROUP LEFTOVERS AS,Oligella unclassified,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Oligella; s__Oligella unclassified
GROUP LEFTOVERS AS,Oligella urethralis,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Oligella; s__Oligella urethralis
GROUP LEFTOVERS AS,Oscillibacter sp KLE 1745,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Oscillospiraceae; g__Oscillibacter; s__Oscillibacter sp KLE 1745
GROUP LEFTOVERS AS,Oscillibacter unclassified,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Oscillospiraceae; g__Oscillibacter; s__Oscillibacter unclassified
GROUP LEFTOVERS AS,Oxalobacter formigenes,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Oxalobacter; s__Oxalobacter formigenes
GROUP LEFTOVERS AS,Paraprevotella unclassified,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Paraprevotella; s__Paraprevotella unclassified
GROUP LEFTOVERS AS,Parasutterella excrementihominis,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Sutterellaceae; g__Parasutterella; s__Parasutterella excrementihominis
GROUP LEFTOVERS AS,Parvimonas micra,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales Family XI Incertae Sedis; g__Parvimonas; s__Parvimonas micra
GROUP LEFTOVERS AS,Parvimonas sp oral taxon 110,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales Family XI Incertae Sedis; g__Parvimonas; s__Parvimonas sp oral taxon 110
GROUP LEFTOVERS AS,Parvimonas unclassified,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales Family XI Incertae Sedis; g__Parvimonas; s__Parvimonas unclassified
GROUP LEFTOVERS AS,Peptoniphilus harei,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales Family XI Incertae Sedis; g__Peptoniphilus; s__Peptoniphilus harei
GROUP LEFTOVERS AS,Peptoniphilus lacrimalis,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales Family XI Incertae Sedis; g__Peptoniphilus; s__Peptoniphilus lacrimalis
GROUP LEFTOVERS AS,Pseudoflavonifractor capillosus,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales noname; g__Pseudoflavonifractor; s__Pseudoflavonifractor capillosus
GROUP LEFTOVERS AS,Pyramidobacter piscolens,k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Synergistaceae; g__Pyramidobacter; s__Pyramidobacter piscolens
GROUP LEFTOVERS AS,Ruminococcaceae bacterium D16,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae noname; s__Ruminococcaceae bacterium D16
GROUP LEFTOVERS AS,Slackia piriformis,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Coriobacteriales; f__Coriobacteriaceae; g__Slackia; s__Slackia piriformis
GROUP LEFTOVERS AS,Slackia unclassified,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Coriobacteriales; f__Coriobacteriaceae; g__Slackia; s__Slackia unclassified
GROUP LEFTOVERS AS,Staphylococcus haemolyticus,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus haemolyticus
GROUP LEFTOVERS AS,Staphylococcus vitulinus,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus vitulinus
GROUP LEFTOVERS AS,Stomatobaculum longum,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Stomatobaculum; s__Stomatobaculum longum
GROUP LEFTOVERS AS,Succinatimonas hippei,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Succinivibrionaceae; g__Succinatimonas; s__Succinatimonas hippei
GROUP LEFTOVERS AS,Sutterella parvirubra,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Sutterellaceae; g__Sutterella; s__Sutterella parvirubra
GROUP LEFTOVERS AS,Sutterella wadsworthensis,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Sutterellaceae; g__Sutterella; s__Sutterella wadsworthensis
human associated,Acidaminococcus fermentans,k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Acidaminococcaceae; g__Acidaminococcus; s__Acidaminococcus fermentans
human associated,Acidaminococcus intestini,k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Acidaminococcaceae; g__Acidaminococcus; s__Acidaminococcus intestini
human associated,Acidaminococcus sp BV3L6,k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Acidaminococcaceae; g__Acidaminococcus; s__Acidaminococcus sp BV3L6
human associated,Acidaminococcus sp D21,k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Acidaminococcaceae; g__Acidaminococcus; s__Acidaminococcus sp D21
human associated,Acidaminococcus unclassified,k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Acidaminococcaceae; g__Acidaminococcus; s__Acidaminococcus unclassified
human associated,Acinetobacter lwoffii,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter lwoffii
human associated,Actinomyces odontolyticus,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces odontolyticus
human associated,Akkermansia muciniphila,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__Akkermansia muciniphila
human associated,Alistipes putredinis,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__Alistipes putredinis
human associated,Anaerotruncus colihominis,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Anaerotruncus; s__Anaerotruncus colihominis
human associated,Bacteroides caccae,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides caccae
human associated,Bacteroides dorei,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides dorei
human associated,Bacteroides eggerthii,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides eggerthii
human associated,Bacteroides finegoldii,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides finegoldii
human associated,Bacteroides fragilis,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides fragilis
human associated,Bacteroides intestinalis,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides intestinalis
human associated,Bacteroides nordii,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides nordii
human associated,Bacteroides ovatus,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides ovatus
human associated,Bacteroides pectinophilus,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales noname; g__Clostridiales noname; s__Bacteroides pectinophilus
human associated,Bacteroides stercoris,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides stercoris
human associated,Bacteroides thetaiotaomicron,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides thetaiotaomicron
human associated,Bacteroides uniformis,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides uniformis
human associated,Bacteroides vulgatus,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides vulgatus
human associated,Bacteroides xylanisolvens,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides xylanisolvens
human associated,Bifidobacterium adolescentis,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__Bifidobacterium adolescentis
human associated,Bifidobacterium angulatum,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__Bifidobacterium angulatum
human associated,Bifidobacterium animalis,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__Bifidobacterium animalis
human associated,Bifidobacterium bifidum,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__Bifidobacterium bifidum
